restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
Bushfire Kitchen - La Costa,"3433 Via Montebello suite 166, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.4,american restaurant,655,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Jersey Mike's,"7625 Via Campanile #122, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking,4.4,sandwich shop,125,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Yamariki Sushi,"7610 Via Campanile #148, Carlsbad, CA 92009",$20–30,Free parking lot|Free street parking|Parking,4.3,japanese restaurant,322,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Chipotle Mexican Grill,"3416 Via Mercato Suite 110, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,3.9,mexican restaurant,203,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Pitfire Pizza,"7720 El Camino Real suite a, Carlsbad, CA 92009",$20–30,Free parking lot|Free street parking|On-site parking|Parking|Valet parking,4.3,pizza restaurant,188,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Carlsbad,CA,92009
Mariah's Westwind Restaurant,"1691 Melrose Dr, San Marcos, CA 92078",$10–20,Free parking lot|Free street parking|Parking,4.5,american restaurant,434,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Marcos,CA,92078
Kotija Jr.,"2128, 1693 Melrose Dr #150, San Marcos, CA 92078",$10–20,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,303,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Marcos,CA,92078
Alejandra's Mexican Cantina,"6996 El Camino Real, Carlsbad, CA 92009",$30–50,Free parking lot|Free street parking|Parking,4,mexican restaurant,149,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Black Rail Kitchen + Bar,"6981 El Camino Real, Carlsbad, CA 92009",$$,Free parking lot|Free street parking|Parking,4.4,new american restaurant,370,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Tacos Chato,"3235 Camino De Los Coches #100, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking,3.8,taco restaurant,120,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Domino's Pizza,"6986-A El Camino Real Ste A, Carlsbad, CA 92009",$1–10,Free parking lot|Free street parking,3.4,pizza delivery,244,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Valerie’s Taco Shop,"6986 El Camino Real Suite B, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,257,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Cinépolis Luxury Cinemas La Costa Paseo Real,"6941 El Camino Real, Carlsbad, CA 92009",,Free parking lot,4.4,restaurant,1001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Beach Plum Kitchen,"6971 El Camino Real #201, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.5,breakfast restaurant,1142,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Tomoyama sushi,"6949 El Camino Real #201, Carlsbad, CA 92009",$20–30,Free parking lot|Free street parking|Parking,4.6,japanese restaurant,821,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Tinleaf Fresh Kitchen,"6985 El Camino Real #108, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.4,new american restaurant,408,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
VUE,"2100 Costa Del Mar Rd, Carlsbad, CA 92009",$20–30,Free parking lot|Paid parking lot|Parking|Valet parking,4.5,restaurant,84,20,30,25,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Carlsbad,CA,92009
Bar Traza,"2100 Costa Del Mar Rd, Carlsbad, CA 92009",$30–50,Free street parking|Paid parking lot|Valet parking,4.3,restaurant,106,30,50,40,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Carlsbad,CA,92009
Bob's Steak & Chop House,"2100 Costa Del Mar Rd, Carlsbad, CA 92009",$100+,Free parking lot|Free street parking|Paid parking lot|Parking|Valet parking,4.4,steak house,328,100,100,100,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Carlsbad,CA,92009
Earthbar,"Inside Equinox, 7710 El Camino Real, La Costa, CA 92009",$10–20,Free street parking,4.8,juice shop,34,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,La Costa,CA,92009
Chabad at La Costa,"1980 La Costa Ave, Carlsbad, CA 92009",,Free parking lot|Free street parking,5,education center,20,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Pressed Juicery,"1925 Calle Barcelona Ste 169, Carlsbad, CA 92009",$10–20,Free street parking,4.3,juice shop,90,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Urban Plates,"1923 Calle Barcelona, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.7,new american restaurant,1872,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Casa De Bandini Mexican Restaurant,"1901 Calle Barcelona, Carlsbad, CA 92009",$20–30,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,2979,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Subway,"1560 Leucadia Blvd Suite C, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking,2.3,sandwich shop,90,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Thai Society Restaurant,"1070 N El Camino Real suite b, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4,thai restaurant,160,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
McDonald's,"1064 N El Camino Real, Encinitas, CA 92024",$,Free parking lot|Free street parking|Parking,3.5,fast food restaurant,692,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Urbane Cafe,"1042 N El Camino Real, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.6,sandwich shop,375,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Juice Stop Encinitas,"1042 N El Camino Real Ste C, Encinitas, CA 92024",,Free parking lot|Free street parking,4.6,juice shop,83,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Pizza Hut Express,"1010 N El Camino Real, Encinitas, CA 92024",$,Free parking lot|Free street parking,3.6,pizza restaurant,20,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
El Pollo Loco,"1002 N El Camino Real, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,516,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Panda Express,"1084 N El Camino Real, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.2,chinese restaurant,340,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Shake Shack Carlsbad,"7740 El Camino Real Suite K, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.2,hamburger restaurant,509,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Chin's Gourmet,"West Bluff Plaza Shopping Center, 6990 El Camino Real, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.2,chinese restaurant,164,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
SETS Kitchen & Bar,"1628 San Elijo Rd, San Marcos, CA 92078",$20–30,Free parking lot|Free street parking|Parking,4.3,californian restaurant,205,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Marcos,CA,92078
Thai One On,"7750 Rancho Santa Fe Rd, Carlsbad, CA 92009",$20–30,Free parking lot|Free street parking|Parking,4.2,thai restaurant,276,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Chicken Basket & Boba,"7610 Via Campanile #142, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,3.9,restaurant,116,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
China Fusion- La Costa,"3410 Via Mercato #100, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.5,chinese restaurant,172,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Lourdes Mexican Food,"1640 San Elijo Rd Ste 103, San Marcos, CA 92078",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,295,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Marcos,CA,92078
sweetgreen,"7750 El Camino Real Suite A, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4,health food restaurant,158,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
CAVA,"1042 N El Camino Real Suite E, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.5,mediterranean restaurant,1140,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Al Toque Peruvian Kitchen,"1906 Oceanside Blvd, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.9,peruvian restaurant,912,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Cicciotti's Trattoria Italiana & Seafood,"1933 San Elijo Ave, Cardiff, CA 92007",$30–50,Free parking lot|Free street parking|Parking,4.5,italian restaurant,839,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Starbucks,"2081 San Elijo Ave, Cardiff, CA 92007",$1–10,Free parking lot|Free street parking,3.9,coffee shop,161,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
The Besta Wan Pizza House,"148 Aberdeen Dr, Cardiff, CA 92007",$20–30,Free parking lot|Free street parking|Parking,4.5,pizza restaurant,548,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Bump Coffee,"126 Aberdeen Dr, Cardiff, CA 92007",$1–10,Free parking lot|Free street parking|Parking,4.8,coffee shop,241,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Pipes Cafe,"121 Liverpool Dr, Cardiff, CA 92007",$10–20,Free street parking|Parking,4.7,restaurant,766,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Best Pizza & Brew Cardiff By The Sea,"102 Aberdeen Dr, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|On-site parking|Parking,4.6,pizza restaurant,781,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Lourdes Mexican Food,"2113 San Elijo Ave, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking,4.5,mexican restaurant,576,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Cardiff Seaside Market,"2087 San Elijo Ave, Cardiff, CA 92007",,Free parking lot|Free street parking|On-site parking,4.7,restaurant,2380,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cardiff,CA,92007
SAMBAZON Açaí Bowls,"2031 San Elijo Ave, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|Parking,4.3,açaí shop,186,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
East Coast Pizza,"2015 San Elijo Ave, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|Parking,4.6,pizza restaurant,246,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
The Confessional by The Lost Abbey,"2007 San Elijo Ave, Cardiff, CA 92007",$,Free street parking,4.7,brewery,322,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Manhattan Giant Pizza,"1691 Melrose Dr #195, San Marcos, CA 92078",$10–20,Free parking lot|Free street parking|Parking,4.5,pizza restaurant,245,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Marcos,CA,92078
Encinitas Ranch Golf Course,"1275 Quail Gardens Dr, Encinitas, CA 92024",,Free parking lot|Free street parking,4.5,golf course,219,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Flippin Pizza,"7662 El Camino Real, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.3,pizza restaurant,297,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Rudy's Taco Shop,"7662 El Camino Real #102, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,479,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Broken Yolk Cafe,"7670 El Camino Real, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,4.4,breakfast restaurant,873,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Bruegger's Bagels,"7680 El Camino Real #102, Carlsbad, CA 92009",$1–10,Free parking lot|Free street parking,4.1,bagel shop,131,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Ember & Rye,"7447 Batiquitos Dr, Carlsbad, CA 92011",$100+,Free parking lot|Free street parking|Parking,4.3,restaurant,281,100,100,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92011
Seasons Restaurant,"7210 Blue Heron Pl, Carlsbad, CA 92011",,Free parking lot|Parking,4.6,restaurant,212,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92011
Roberto's Mexican Food - Leucadia,"1900 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,766,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Cancun Mexican and Seafood,"1766 N Coast Hwy 101 B, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,375,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Subway,"6994 El Camino Real Suite 100, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking,4,sandwich shop,117,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Haggo's Organic Taco,"1302 N Coast Hwy 101 #101, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.6,mexican restaurant,606,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
French Corner Leucadia,"1200 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free street parking|Parking,4.5,cafe,435,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Fish 101 Leucadia,"1468 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free street parking|Parking,4.7,seafood restaurant,1574,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Nectarine Grove,"948 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free street parking|Parking,4.6,health food restaurant,735,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Solterra Winery & Kitchen,"934 N Coast Hwy 101, Encinitas, CA 92024",$$,Free parking lot|Free street parking|Parking,4.6,mediterranean restaurant,245,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Kai Ola Sushi,"918 N Coast Hwy 101 #2049, Encinitas, CA 92024",,Free street parking|Parking,4.4,sushi restaurant,393,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Kotija Jr. Taco Shop,"852 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.2,taco restaurant,691,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
La Especial Norte,"664 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,1165,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
The Regal Seagull,"996 N Coast Hwy 101, Encinitas, CA 92024",$,Free parking lot|Free street parking|Parking,4.7,bar & grill,587,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Le Papagayo,"1002 N Coast Hwy 101, Encinitas, CA 92024",$$,Free parking lot|Free street parking|Parking,4.5,american restaurant,2048,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
A Little Moore Cafe & Bistro,"698 N Coast Hwy 101, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.6,cafe,268,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
El Pueblo Mexican Food - Cardiff,"820 Birmingham Dr, Cardiff, CA 92007",$1–10,Free parking lot|Free street parking|Parking,4.5,restaurant,1245,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Waverly,"2005 San Elijo Ave, Cardiff, CA 92007",,Free parking lot|Free street parking|Parking,4.3,restaurant,390,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Jersey Mike's Subs,"6943 El Camino Real Ste. F-105, Carlsbad, CA 92009",$10–20,Free parking lot|Free street parking|Parking,3.4,sandwich shop,17,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Ponto Lago,"7100 Aviara Resort Drive, Carlsbad, CA 92011",$50–100,Parking|Valet parking,4.7,restaurant,99,50,100,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Carlsbad,CA,92011
Seaside BBQ,"2093 San Elijo Ave, Cardiff, CA 92007",,Free parking lot|Free street parking,4.6,barbecue restaurant,28,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Fish 101 Cardiff,"2101 San Elijo Ave, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|Parking,4.6,seafood restaurant,314,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
VAGA Restaurant & Bar,"2100 N Coast Hwy 101, Encinitas, CA 92024",,Parking|Valet parking,4.3,restaurant,549,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Encinitas,CA,92024
Agave Birrieria,"865 Orpheus Ave, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking|Parking,4.7,mexican restaurant,378,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
everbowl,"7670 El Camino Real Ste 103, Carlsbad, CA 92009",$10–20,Free street parking,4.5,açaí shop,33,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92009
Corner Pizza,"1246 N Coast Hwy 101, Encinitas, CA 92024",$20–30,Free parking lot|Free street parking|Parking,4.6,pizza restaurant,280,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Pacific Point,"7100 Aviara Resort Drive, Carlsbad, CA 92011",$30–50,Valet parking,4.6,restaurant,20,30,50,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Carlsbad,CA,92011
Eat Crispy Burger Encinitas,"905 Orpheus Ave, Encinitas, CA 92024",$10–20,Free parking lot|Free street parking,4.8,hamburger restaurant,584,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Pizza Trolley,"5704 Paseo Del Norte, Carlsbad, CA 92008",$10–20,Free street parking,4.8,pizza restaurant,19,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Carlsbad,CA,92008
The Pocket,"2100 N Coast Hwy 101, Encinitas, CA 92024",$20–30,,4.4,restaurant,29,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Encinitas,CA,92024
Valentina Restaurant,"810 N Coast Hwy 101, Encinitas, CA 92024",$50–100,Free parking lot|Free street parking|Parking,4.5,restaurant,347,50,100,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Encinitas,CA,92024
Ki's Restaurant,"2591 S Coast Hwy 101, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|Parking,4.5,american restaurant,935,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Chart House,"2588 S Coast Hwy 101, Cardiff, CA 92007",$50–100,Free parking lot|Free street parking|Parking|Valet parking,4.3,seafood restaurant,1928,50,100,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cardiff,CA,92007
Trattoria Positano,"2171 San Elijo Ave, Cardiff, CA 92007",$30–50,Free parking lot|Free street parking|Parking,4.6,italian restaurant,270,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
7-Eleven,"2211 San Elijo Ave, Cardiff, CA 92007",$,Free parking lot|Free street parking,3.9,convenience store,43,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Cardiff Beach Bar @ Tower 13,"2633 S Coast Hwy 101, Cardiff, CA 92007",$20–30,Free parking lot|Free street parking|On-site parking|Parking,4.5,restaurant,646,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Las Olas,"2655 S Coast Hwy 101, Cardiff, CA 92007",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,1968,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiff,CA,92007
Roberto's Taco Shop - Solana Beach,"445 N Hwy 101, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,757,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
T's Cafe Solana Beach,"271 N Hwy 101, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.4,american restaurant,359,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Claire's on Cedros,"246 N Cedros Ave, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.6,breakfast restaurant,1212,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Similan Thai Restaurant,"141 Lomas Santa Fe Dr, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking,4.5,thai restaurant,318,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Solana Beach Fish House,"124 Lomas Santa Fe Dr, Solana Beach, CA 92075",$20–30,Free parking lot|Free street parking|Parking,4.6,restaurant,450,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
"Chief's Burgers, Brew & Spirits","124 Lomas Santa Fe Dr #108, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.6,sports bar,632,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Subway,"124 Lomas Santa Fe Dr Suite 101, Solana Beach, CA 92075",$1–10,,3.3,sandwich shop,73,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Solana Beach,CA,92075
